alert_id,entity_id,asset_id,category,severity,created_at,first_ack_at,closed_at,disposition,escalated,escalated_at,case_id
AL-000164,CSE-003,AST-003-1,intrusion,low,2026-08-28T02:39:00+00:00,2026-08-28T02:44:00+00:00,2026-08-28T04:15:00+00:00,true_positive,False,,
AL-000165,CSE-003,AST-003-3,DoS,low,2026-08-02T13:40:00+00:00,2026-08-02T13:45:00+00:00,2026-08-02T20:22:00+00:00,false_positive,False,,
AL-000166,CSE-003,AST-003-2,DoS,medium,2026-08-02T14:13:00+00:00,2026-08-02T14:18:00+00:00,2026-08-02T21:59:00+00:00,false_positive,False,,
AL-000167,CSE-003,AST-003-1,phishing,low,2026-08-19T07:08:00+00:00,2026-08-19T07:13:00+00:00,2026-08-19T10:14:00+00:00,benign,False,,
AL-000168,CSE-003,AST-003-1,intrusion,medium,2026-08-01T23:09:00+00:00,2026-08-01T23:14:00+00:00,2026-08-02T06:49:00+00:00,benign,False,,
AL-000169,CSE-003,AST-003-2,DoS,low,2026-08-05T17:12:00+00:00,2026-08-05T17:17:00+00:00,2026-08-05T20:22:00+00:00,true_positive,False,,
AL-000170,CSE-003,AST-003-2,DoS,medium,2026-08-30T10:56:00+00:00,2026-08-30T11:01:00+00:00,2026-08-30T14:28:00+00:00,benign,False,,
AL-000171,CSE-003,AST-003-2,phishing,medium,2026-08-12T02:07:00+00:00,2026-08-12T02:12:00+00:00,2026-08-12T07:03:00+00:00,unresolved,False,,
AL-000172,CSE-003,AST-003-3,malware,high,2026-08-23T02:04:00+00:00,2026-08-23T02:09:00+00:00,2026-08-23T09:40:00+00:00,true_positive,False,,
AL-000173,CSE-003,AST-003-2,DoS,low,2026-08-14T04:44:00+00:00,2026-08-14T04:49:00+00:00,2026-08-14T09:34:00+00:00,unresolved,False,,
AL-000174,CSE-003,AST-003-1,phishing,medium,2026-08-15T15:09:00+00:00,2026-08-15T15:14:00+00:00,2026-08-15T17:24:00+00:00,unresolved,False,,
AL-000175,CSE-003,AST-003-1,DoS,low,2026-08-27T12:19:00+00:00,2026-08-27T12:24:00+00:00,2026-08-27T13:46:00+00:00,true_positive,False,,
AL-000176,CSE-003,AST-003-1,DoS,medium,2026-08-17T07:15:00+00:00,2026-08-17T07:20:00+00:00,2026-08-17T15:21:00+00:00,true_positive,False,,
AL-000177,CSE-003,AST-003-1,intrusion,medium,2026-08-27T06:20:00+00:00,2026-08-27T06:25:00+00:00,2026-08-27T14:19:00+00:00,benign,False,,
AL-000178,CSE-003,AST-003-2,malware,low,2026-08-24T11:55:00+00:00,2026-08-24T12:00:00+00:00,2026-08-24T17:19:00+00:00,false_positive,False,,
AL-000179,CSE-003,AST-003-3,malware,low,2026-08-30T10:51:00+00:00,2026-08-30T10:56:00+00:00,2026-08-30T15:34:00+00:00,true_positive,False,,
AL-000180,CSE-003,AST-003-1,phishing,medium,2026-08-15T18:19:00+00:00,2026-08-15T18:24:00+00:00,2026-08-15T19:34:00+00:00,false_positive,False,,
AL-000181,CSE-003,AST-003-2,malware,high,2026-08-07T20:43:00+00:00,2026-08-07T20:48:00+00:00,2026-08-08T04:37:00+00:00,false_positive,False,,
AL-000182,CSE-004,AST-004-3,intrusion,medium,2026-08-03T23:45:00+00:00,2026-08-03T23:50:00+00:00,2026-08-04T05:04:00+00:00,false_positive,False,,
AL-000183,CSE-004,AST-004-3,phishing,low,2026-08-23T08:11:00+00:00,2026-08-23T08:16:00+00:00,2026-08-23T17:33:00+00:00,false_positive,False,,
AL-000184,CSE-004,AST-004-1,DoS,low,2026-08-24T22:49:00+00:00,2026-08-24T22:54:00+00:00,2026-08-25T01:10:00+00:00,true_positive,False,,
AL-000185,CSE-004,AST-004-1,malware,low,2026-08-27T21:30:00+00:00,2026-08-27T21:35:00+00:00,2026-08-27T22:35:00+00:00,true_positive,False,,
AL-000186,CSE-004,AST-004-1,phishing,low,2026-08-10T00:27:00+00:00,2026-08-10T00:32:00+00:00,2026-08-10T07:01:00+00:00,false_positive,False,,
AL-000187,CSE-004,AST-004-2,phishing,low,2026-08-10T13:32:00+00:00,2026-08-10T13:37:00+00:00,2026-08-10T22:10:00+00:00,benign,False,,
AL-000188,CSE-004,AST-004-1,malware,high,2026-08-17T05:22:00+00:00,2026-08-17T05:27:00+00:00,2026-08-17T12:32:00+00:00,false_positive,False,,
AL-000189,CSE-004,AST-004-2,malware,medium,2026-08-03T20:32:00+00:00,2026-08-03T20:37:00+00:00,2026-08-04T06:14:00+00:00,unresolved,False,,
AL-000190,CSE-004,AST-004-1,phishing,high,2026-08-20T00:23:00+00:00,2026-08-20T00:28:00+00:00,2026-08-20T09:10:00+00:00,benign,False,,
AL-000191,CSE-004,AST-004-3,malware,medium,2026-08-21T21:41:00+00:00,2026-08-21T21:46:00+00:00,2026-08-22T00:37:00+00:00,false_positive,False,,
AL-000192,CSE-004,AST-004-3,malware,low,2026-08-05T12:08:00+00:00,2026-08-05T12:13:00+00:00,2026-08-05T13:24:00+00:00,true_positive,False,,
AL-000193,CSE-004,AST-004-3,malware,high,2026-08-11T09:14:00+00:00,2026-08-11T09:19:00+00:00,2026-08-11T18:49:00+00:00,false_positive,False,,
AL-000194,CSE-004,AST-004-1,phishing,medium,2026-08-04T16:33:00+00:00,2026-08-04T16:38:00+00:00,2026-08-04T19:40:00+00:00,true_positive,False,,
AL-000195,CSE-004,AST-004-2,intrusion,low,2026-08-10T09:37:00+00:00,2026-08-10T09:42:00+00:00,2026-08-10T17:45:00+00:00,unresolved,False,,
AL-000196,CSE-004,AST-004-3,intrusion,low,2026-08-30T09:13:00+00:00,2026-08-30T09:18:00+00:00,2026-08-30T15:11:00+00:00,benign,False,,
AL-000197,CSE-004,AST-004-1,phishing,high,2026-08-26T19:41:00+00:00,2026-08-26T19:46:00+00:00,2026-08-27T03:43:00+00:00,false_positive,False,,
AL-000198,CSE-004,AST-004-1,intrusion,low,2026-08-25T05:05:00+00:00,2026-08-25T05:10:00+00:00,2026-08-25T08:32:00+00:00,benign,False,,
AL-000199,CSE-004,AST-004-2,malware,high,2026-08-20T12:56:00+00:00,2026-08-20T13:01:00+00:00,2026-08-20T20:49:00+00:00,benign,False,,
AL-000200,CSE-004,AST-004-1,phishing,high,2026-08-23T19:02:00+00:00,2026-08-23T19:07:00+00:00,2026-08-24T03:04:00+00:00,benign,False,,
AL-000201,CSE-004,AST-004-3,phishing,medium,2026-08-15T06:26:00+00:00,2026-08-15T06:31:00+00:00,2026-08-15T10:59:00+00:00,benign,False,,
AL-000202,CSE-004,AST-004-3,DoS,critical,2026-08-22T17:42:00+00:00,2026-08-22T17:47:00+00:00,2026-08-23T01:24:00+00:00,false_positive,False,,
AL-000203,CSE-004,AST-004-3,malware,high,2026-08-30T03:20:00+00:00,2026-08-30T03:25:00+00:00,2026-08-30T11:33:00+00:00,false_positive,False,,
AL-000204,CSE-004,AST-004-2,malware,medium,2026-08-08T02:33:00+00:00,2026-08-08T02:38:00+00:00,2026-08-08T11:33:00+00:00,benign,False,,
AL-000205,CSE-004,AST-004-3,DoS,low,2026-08-20T01:42:00+00:00,2026-08-20T01:47:00+00:00,2026-08-20T11:21:00+00:00,true_positive,False,,
AL-000206,CSE-004,AST-004-3,phishing,low,2026-08-01T23:28:00+00:00,2026-08-01T23:33:00+00:00,2026-08-02T08:40:00+00:00,false_positive,False,,
AL-000207,CSE-004,AST-004-1,phishing,medium,2026-08-11T19:29:00+00:00,2026-08-11T19:34:00+00:00,2026-08-12T04:23:00+00:00,false_positive,False,,
AL-000208,CSE-004,AST-004-3,DoS,high,2026-08-11T13:41:00+00:00,2026-08-11T13:46:00+00:00,2026-08-11T23:06:00+00:00,true_positive,False,,
AL-000209,CSE-004,AST-004-1,malware,high,2026-08-04T06:51:00+00:00,2026-08-04T06:56:00+00:00,2026-08-04T14:01:00+00:00,true_positive,False,,
AL-000210,CSE-004,AST-004-3,intrusion,low,2026-08-18T00:01:00+00:00,2026-08-18T00:06:00+00:00,2026-08-18T07:42:00+00:00,unresolved,False,,
AL-000211,CSE-004,AST-004-3,intrusion,high,2026-08-07T03:44:00+00:00,2026-08-07T03:49:00+00:00,2026-08-07T11:51:00+00:00,false_positive,False,,
AL-000212,CSE-004,AST-004-2,phishing,medium,2026-08-12T20:19:00+00:00,2026-08-12T20:24:00+00:00,2026-08-13T00:46:00+00:00,benign,False,,
AL-000213,CSE-004,AST-004-1,intrusion,medium,2026-08-03T08:59:00+00:00,2026-08-03T09:04:00+00:00,2026-08-03T10:35:00+00:00,false_positive,False,,
AL-000214,CSE-004,AST-004-1,malware,low,2026-08-19T01:43:00+00:00,2026-08-19T01:48:00+00:00,2026-08-19T05:42:00+00:00,benign,False,,
AL-000215,CSE-004,AST-004-2,DoS,critical,2026-08-20T15:44:00+00:00,2026-08-20T15:49:00+00:00,2026-08-20T22:49:00+00:00,true_positive,True,2026-08-20T16:14:00+00:00,
AL-000216,CSE-004,AST-004-3,malware,low,2026-08-13T13:24:00+00:00,2026-08-13T13:29:00+00:00,2026-08-13T22:19:00+00:00,true_positive,False,,
AL-000217,CSE-004,AST-004-1,malware,medium,2026-08-16T14:43:00+00:00,2026-08-16T14:48:00+00:00,2026-08-16T20:24:00+00:00,false_positive,False,,
AL-000218,CSE-004,AST-004-2,DoS,critical,2026-08-30T06:02:00+00:00,2026-08-30T06:07:00+00:00,2026-08-30T14:05:00+00:00,false_positive,False,,
AL-000219,CSE-004,AST-004-1,intrusion,low,2026-08-27T06:58:00+00:00,2026-08-27T07:03:00+00:00,2026-08-27T09:11:00+00:00,benign,False,,
AL-000220,CSE-004,AST-004-2,DoS,high,2026-08-05T01:49:00+00:00,2026-08-05T01:54:00+00:00,2026-08-05T10:41:00+00:00,unresolved,False,,
AL-000221,CSE-004,AST-004-1,phishing,low,2026-08-13T10:20:00+00:00,2026-08-13T10:25:00+00:00,2026-08-13T11:58:00+00:00,false_positive,False,,
AL-000222,CSE-004,AST-004-1,phishing,high,2026-08-18T04:06:00+00:00,2026-08-18T04:11:00+00:00,2026-08-18T11:20:00+00:00,false_positive,False,,
AL-000223,CSE-004,AST-004-1,intrusion,low,2026-08-25T16:57:00+00:00,2026-08-25T17:02:00+00:00,2026-08-25T22:02:00+00:00,benign,False,,
AL-000224,CSE-004,AST-004-3,intrusion,high,2026-08-13T13:23:00+00:00,2026-08-13T13:28:00+00:00,2026-08-13T21:49:00+00:00,false_positive,False,,
AL-000225,CSE-004,AST-004-3,intrusion,high,2026-08-27T06:45:00+00:00,2026-08-27T06:50:00+00:00,2026-08-27T16:12:00+00:00,unresolved,False,,
AL-000226,CSE-004,AST-004-1,DoS,high,2026-08-27T00:02:00+00:00,2026-08-27T00:07:00+00:00,2026-08-27T06:51:00+00:00,false_positive,False,,
AL-000227,CSE-004,AST-004-1,malware,medium,2026-08-12T14:05:00+00:00,2026-08-12T14:10:00+00:00,2026-08-12T16:41:00+00:00,false_positive,False,,
AL-000228,CSE-004,AST-004-3,phishing,high,2026-08-05T00:14:00+00:00,2026-08-05T00:19:00+00:00,2026-08-05T09:32:00+00:00,false_positive,False,,
AL-000229,CSE-004,AST-004-1,malware,low,2026-08-23T07:07:00+00:00,2026-08-23T07:12:00+00:00,2026-08-23T10:46:00+00:00,unresolved,False,,
AL-000230,CSE-004,AST-004-2,phishing,high,2026-08-04T17:58:00+00:00,2026-08-04T18:03:00+00:00,2026-08-05T01:48:00+00:00,false_positive,False,,
AL-000231,CSE-004,AST-004-2,malware,medium,2026-08-19T02:17:00+00:00,2026-08-19T02:22:00+00:00,2026-08-19T08:06:00+00:00,true_positive,False,,
AL-000232,CSE-004,AST-004-1,malware,medium,2026-08-25T04:59:00+00:00,2026-08-25T05:04:00+00:00,2026-08-25T14:33:00+00:00,unresolved,False,,
AL-000233,CSE-004,AST-004-3,malware,low,2026-08-19T16:41:00+00:00,2026-08-19T16:46:00+00:00,2026-08-19T22:40:00+00:00,false_positive,False,,
AL-000234,CSE-004,AST-004-1,malware,high,2026-08-19T11:26:00+00:00,2026-08-19T11:31:00+00:00,2026-08-19T20:14:00+00:00,benign,False,,
AL-000235,CSE-004,AST-004-2,DoS,medium,2026-08-17T00:22:00+00:00,2026-08-17T00:27:00+00:00,2026-08-17T06:07:00+00:00,true_positive,False,,
AL-000236,CSE-004,AST-004-3,malware,high,2026-08-01T19:56:00+00:00,2026-08-01T20:01:00+00:00,2026-08-02T00:56:00+00:00,false_positive,False,,
AL-000237,CSE-004,AST-004-3,intrusion,low,2026-08-06T11:12:00+00:00,2026-08-06T11:17:00+00:00,2026-08-06T20:29:00+00:00,true_positive,False,,
AL-000238,CSE-004,AST-004-2,DoS,medium,2026-08-28T20:16:00+00:00,2026-08-28T20:21:00+00:00,2026-08-29T04:25:00+00:00,benign,False,,
AL-000239,CSE-004,AST-004-1,DoS,critical,2026-08-06T12:11:00+00:00,2026-08-06T12:16:00+00:00,2026-08-06T19:15:00+00:00,benign,False,,
AL-000240,CSE-004,AST-004-2,intrusion,critical,2026-08-30T10:24:00+00:00,2026-08-30T10:29:00+00:00,2026-08-30T18:09:00+00:00,true_positive,True,2026-08-30T10:54:00+00:00,
AL-000241,CSE-004,AST-004-2,intrusion,low,2026-08-07T08:41:00+00:00,2026-08-07T08:46:00+00:00,2026-08-07T10:50:00+00:00,benign,False,,
AL-000242,CSE-005,AST-005-3,intrusion,low,2026-08-26T01:24:00+00:00,2026-08-26T01:29:00+00:00,2026-08-26T10:41:00+00:00,benign,False,,
AL-000243,CSE-005,AST-005-2,DoS,medium,2026-08-21T17:11:00+00:00,2026-08-21T17:16:00+00:00,2026-08-22T00:07:00+00:00,false_positive,False,,
AL-000244,CSE-005,AST-005-3,DoS,low,2026-08-15T06:13:00+00:00,2026-08-15T06:18:00+00:00,2026-08-15T10:18:00+00:00,benign,False,,
AL-000245,CSE-005,AST-005-3,phishing,medium,2026-08-13T13:47:00+00:00,2026-08-13T13:52:00+00:00,2026-08-13T15:08:00+00:00,benign,False,,
AL-000246,CSE-005,AST-005-1,intrusion,medium,2026-08-22T10:42:00+00:00,2026-08-22T10:47:00+00:00,2026-08-22T20:37:00+00:00,benign,False,,
AL-000247,CSE-005,AST-005-2,intrusion,medium,2026-08-20T00:37:00+00:00,2026-08-20T00:42:00+00:00,2026-08-20T10:08:00+00:00,benign,False,,
AL-000248,CSE-005,AST-005-2,intrusion,high,2026-08-04T13:35:00+00:00,2026-08-04T13:40:00+00:00,2026-08-04T21:41:00+00:00,benign,False,,
AL-000249,CSE-005,AST-005-2,intrusion,medium,2026-08-18T08:10:00+00:00,2026-08-18T08:15:00+00:00,2026-08-18T12:47:00+00:00,false_positive,False,,
AL-000250,CSE-005,AST-005-1,malware,low,2026-08-17T17:44:00+00:00,2026-08-17T17:49:00+00:00,2026-08-18T02:10:00+00:00,benign,False,,
AL-000251,CSE-005,AST-005-1,DoS,medium,2026-08-11T11:46:00+00:00,2026-08-11T11:51:00+00:00,2026-08-11T15:30:00+00:00,false_positive,False,,
AL-000252,CSE-005,AST-005-3,phishing,high,2026-08-24T18:20:00+00:00,2026-08-24T18:25:00+00:00,2026-08-25T00:48:00+00:00,false_positive,False,,
AL-000253,CSE-005,AST-005-1,intrusion,low,2026-08-25T12:11:00+00:00,2026-08-25T12:16:00+00:00,2026-08-25T14:20:00+00:00,true_positive,False,,
AL-000254,CSE-005,AST-005-3,phishing,high,2026-08-22T08:22:00+00:00,2026-08-22T08:27:00+00:00,2026-08-22T16:44:00+00:00,false_positive,False,,
AL-000255,CSE-005,AST-005-1,phishing,critical,2026-08-10T03:50:00+00:00,2026-08-10T03:55:00+00:00,2026-08-10T09:50:00+00:00,false_positive,False,,
AL-000256,CSE-005,AST-005-1,phishing,critical,2026-08-28T15:23:00+00:00,2026-08-28T15:28:00+00:00,2026-08-28T23:34:00+00:00,benign,False,,
AL-000257,CSE-005,AST-005-3,intrusion,medium,2026-08-29T19:51:00+00:00,2026-08-29T19:56:00+00:00,2026-08-30T03:09:00+00:00,benign,False,,
AL-000258,CSE-005,AST-005-3,phishing,critical,2026-08-17T15:01:00+00:00,2026-08-17T15:06:00+00:00,2026-08-17T23:38:00+00:00,false_positive,False,,
AL-000259,CSE-005,AST-005-3,malware,medium,2026-08-10T01:34:00+00:00,2026-08-10T01:39:00+00:00,2026-08-10T06:58:00+00:00,false_positive,False,,
AL-000260,CSE-005,AST-005-3,malware,critical,2026-08-18T19:38:00+00:00,2026-08-18T19:43:00+00:00,2026-08-19T02:45:00+00:00,unresolved,False,,
AL-000261,CSE-005,AST-005-2,intrusion,high,2026-08-08T21:30:00+00:00,2026-08-08T21:35:00+00:00,2026-08-09T05:36:00+00:00,false_positive,False,,
AL-000262,CSE-005,AST-005-1,intrusion,medium,2026-08-10T04:55:00+00:00,2026-08-10T05:00:00+00:00,2026-08-10T08:04:00+00:00,false_positive,False,,
AL-000263,CSE-005,AST-005-2,DoS,medium,2026-08-17T02:37:00+00:00,2026-08-17T02:42:00+00:00,2026-08-17T08:53:00+00:00,true_positive,False,,
AL-000264,CSE-005,AST-005-1,intrusion,low,2026-08-22T01:41:00+00:00,2026-08-22T01:46:00+00:00,2026-08-22T10:25:00+00:00,true_positive,False,,
AL-000265,CSE-005,AST-005-3,phishing,high,2026-08-17T07:42:00+00:00,2026-08-17T07:47:00+00:00,2026-08-17T15:37:00+00:00,benign,False,,
AL-000266,CSE-005,AST-005-3,DoS,medium,2026-08-27T03:29:00+00:00,2026-08-27T03:34:00+00:00,2026-08-27T08:32:00+00:00,true_positive,False,,
AL-000267,CSE-005,AST-005-2,intrusion,medium,2026-08-26T00:51:00+00:00,2026-08-26T00:56:00+00:00,2026-08-26T05:27:00+00:00,unresolved,False,,
AL-000268,CSE-005,AST-005-1,malware,low,2026-08-02T01:21:00+00:00,2026-08-02T01:26:00+00:00,2026-08-02T10:47:00+00:00,benign,False,,
AL-000269,CSE-005,AST-005-3,DoS,high,2026-08-22T15:39:00+00:00,2026-08-22T15:44:00+00:00,2026-08-22T23:16:00+00:00,true_positive,False,,
AL-000270,CSE-005,AST-005-1,phishing,medium,2026-08-13T19:22:00+00:00,2026-08-13T19:27:00+00:00,2026-08-13T21:57:00+00:00,false_positive,False,,
AL-000271,CSE-005,AST-005-1,DoS,medium,2026-08-21T22:38:00+00:00,2026-08-21T22:43:00+00:00,2026-08-22T05:48:00+00:00,unresolved,False,,
AL-000272,CSE-005,AST-005-1,DoS,low,2026-08-29T13:54:00+00:00,2026-08-29T13:59:00+00:00,2026-08-29T19:32:00+00:00,benign,False,,
AL-000273,CSE-005,AST-005-1,malware,medium,2026-08-21T04:58:00+00:00,2026-08-21T05:03:00+00:00,2026-08-21T08:49:00+00:00,false_positive,False,,
AL-000274,CSE-005,AST-005-3,DoS,medium,2026-08-19T19:22:00+00:00,2026-08-19T19:27:00+00:00,2026-08-20T02:25:00+00:00,benign,False,,
AL-000275,CSE-005,AST-005-1,phishing,medium,2026-08-04T05:22:00+00:00,2026-08-04T05:27:00+00:00,2026-08-04T13:45:00+00:00,false_positive,False,,
AL-000276,CSE-005,AST-005-1,malware,medium,2026-08-09T18:45:00+00:00,2026-08-09T18:50:00+00:00,2026-08-10T02:57:00+00:00,benign,False,,
AL-000277,CSE-005,AST-005-1,phishing,low,2026-08-13T23:23:00+00:00,2026-08-13T23:28:00+00:00,2026-08-14T08:17:00+00:00,true_positive,False,,
AL-000278,CSE-005,AST-005-1,intrusion,low,2026-08-22T08:44:00+00:00,2026-08-22T08:49:00+00:00,2026-08-22T10:20:00+00:00,true_positive,False,,
AL-000279,CSE-005,AST-005-3,DoS,low,2026-08-05T19:55:00+00:00,2026-08-05T20:00:00+00:00,2026-08-06T03:53:00+00:00,benign,False,,
AL-000280,CSE-005,AST-005-1,DoS,low,2026-08-20T13:50:00+00:00,2026-08-20T13:55:00+00:00,2026-08-20T16:20:00+00:00,benign,False,,
AL-000281,CSE-005,AST-005-2,phishing,high,2026-08-14T11:01:00+00:00,2026-08-14T11:06:00+00:00,2026-08-14T20:16:00+00:00,false_positive,False,,
AL-000282,CSE-005,AST-005-3,phishing,low,2026-08-09T02:30:00+00:00,2026-08-09T02:35:00+00:00,2026-08-09T06:26:00+00:00,false_positive,False,,
AL-000283,CSE-005,AST-005-2,phishing,medium,2026-08-08T17:49:00+00:00,2026-08-08T17:54:00+00:00,2026-08-08T21:35:00+00:00,true_positive,False,,
AL-000284,CSE-005,AST-005-2,malware,high,2026-08-24T10:59:00+00:00,2026-08-24T11:04:00+00:00,2026-08-24T19:36:00+00:00,true_positive,False,,
AL-000285,CSE-005,AST-005-1,DoS,high,2026-08-25T19:04:00+00:00,2026-08-25T19:09:00+00:00,2026-08-26T03:14:00+00:00,unresolved,False,,
AL-000286,CSE-005,AST-005-2,malware,medium,2026-08-26T12:31:00+00:00,2026-08-26T12:36:00+00:00,2026-08-26T15:07:00+00:00,false_positive,False,,
AL-000287,CSE-005,AST-005-2,malware,critical,2026-08-05T02:57:00+00:00,2026-08-05T03:02:00+00:00,2026-08-05T08:42:00+00:00,true_positive,True,2026-08-05T03:27:00+00:00,
AL-000288,CSE-005,AST-005-1,phishing,low,2026-08-16T18:42:00+00:00,2026-08-16T18:47:00+00:00,2026-08-17T01:36:00+00:00,benign,False,,
AL-000289,CSE-005,AST-005-2,phishing,high,2026-08-08T20:51:00+00:00,2026-08-08T20:56:00+00:00,2026-08-09T06:30:00+00:00,true_positive,False,,
AL-000290,CSE-005,AST-005-2,intrusion,medium,2026-08-29T01:35:00+00:00,2026-08-29T01:40:00+00:00,2026-08-29T05:55:00+00:00,false_positive,False,,
AL-000291,CSE-005,AST-005-1,intrusion,high,2026-08-18T08:37:00+00:00,2026-08-18T08:42:00+00:00,2026-08-18T15:08:00+00:00,false_positive,False,,
AL-000292,CSE-005,AST-005-2,phishing,medium,2026-08-08T14:49:00+00:00,2026-08-08T14:54:00+00:00,2026-08-08T18:15:00+00:00,false_positive,False,,
AL-000293,CSE-005,AST-005-1,malware,low,2026-08-11T23:00:00+00:00,2026-08-11T23:05:00+00:00,2026-08-12T06:05:00+00:00,true_positive,False,,
AL-000294,CSE-005,AST-005-3,DoS,medium,2026-08-13T03:42:00+00:00,2026-08-13T03:47:00+00:00,2026-08-13T12:45:00+00:00,true_positive,False,,
AL-000295,CSE-005,AST-005-2,malware,medium,2026-08-27T17:51:00+00:00,2026-08-27T17:56:00+00:00,2026-08-27T23:04:00+00:00,unresolved,False,,
AL-000296,CSE-005,AST-005-1,phishing,medium,2026-08-20T15:20:00+00:00,2026-08-20T15:25:00+00:00,2026-08-20T18:16:00+00:00,true_positive,False,,
AL-000297,CSE-005,AST-005-1,intrusion,low,2026-08-29T17:14:00+00:00,2026-08-29T17:19:00+00:00,2026-08-29T20:09:00+00:00,true_positive,False,,
AL-000298,CSE-005,AST-005-1,intrusion,low,2026-08-15T09:05:00+00:00,2026-08-15T09:10:00+00:00,2026-08-15T11:40:00+00:00,benign,False,,
AL-000299,CSE-005,AST-005-2,intrusion,low,2026-08-20T12:43:00+00:00,2026-08-20T12:48:00+00:00,2026-08-20T16:57:00+00:00,false_positive,False,,
AL-000300,CSE-005,AST-005-1,DoS,low,2026-08-03T13:11:00+00:00,2026-08-03T13:16:00+00:00,2026-08-03T19:40:00+00:00,benign,False,,
AL-000301,CSE-005,AST-005-2,phishing,low,2026-08-10T05:13:00+00:00,2026-08-10T05:18:00+00:00,2026-08-10T07:06:00+00:00,true_positive,False,,
AL-000302,CSE-005,AST-005-2,malware,critical,2026-08-30T10:00:00+00:00,2026-08-30T10:00:00+00:00,2026-08-30T13:00:00+00:00,true_positive,False,,
AL-000303,CSE-006,AST-006-1,phishing,high,2026-08-18T16:31:00+00:00,2026-08-18T16:36:00+00:00,2026-08-19T00:28:00+00:00,benign,False,,
AL-000304,CSE-006,AST-006-1,intrusion,critical,2026-08-15T05:52:00+00:00,2026-08-15T05:57:00+00:00,2026-08-15T13:02:00+00:00,false_positive,False,,
AL-000305,CSE-006,AST-006-3,malware,medium,2026-08-16T22:00:00+00:00,2026-08-16T22:05:00+00:00,2026-08-17T07:32:00+00:00,benign,False,,
AL-000306,CSE-006,AST-006-1,DoS,medium,2026-08-07T06:16:00+00:00,2026-08-07T06:21:00+00:00,2026-08-07T16:04:00+00:00,false_positive,False,,
AL-000307,CSE-006,AST-006-2,malware,medium,2026-08-02T18:17:00+00:00,2026-08-02T18:22:00+00:00,2026-08-02T22:42:00+00:00,benign,False,,
AL-000308,CSE-006,AST-006-3,DoS,low,2026-08-11T12:25:00+00:00,2026-08-11T12:30:00+00:00,2026-08-11T16:18:00+00:00,true_positive,False,,
AL-000309,CSE-006,AST-006-2,intrusion,medium,2026-08-29T14:24:00+00:00,2026-08-29T14:29:00+00:00,2026-08-29T20:42:00+00:00,false_positive,False,,
AL-000310,CSE-006,AST-006-2,DoS,critical,2026-08-07T06:44:00+00:00,2026-08-07T06:49:00+00:00,2026-08-07T13:04:00+00:00,false_positive,False,,
AL-000311,CSE-006,AST-006-2,intrusion,medium,2026-08-20T22:50:00+00:00,2026-08-20T22:55:00+00:00,2026-08-21T08:33:00+00:00,false_positive,False,,
AL-000312,CSE-006,AST-006-1,malware,medium,2026-08-11T09:31:00+00:00,2026-08-11T09:36:00+00:00,2026-08-11T13:50:00+00:00,false_positive,False,,
AL-000313,CSE-006,AST-006-1,DoS,low,2026-08-19T12:30:00+00:00,2026-08-19T12:35:00+00:00,2026-08-19T16:15:00+00:00,benign,False,,
AL-000314,CSE-006,AST-006-2,phishing,low,2026-08-19T05:12:00+00:00,2026-08-19T05:17:00+00:00,2026-08-19T13:13:00+00:00,benign,False,,
AL-000315,CSE-006,AST-006-1,phishing,high,2026-08-23T00:51:00+00:00,2026-08-23T00:56:00+00:00,2026-08-23T09:27:00+00:00,benign,False,,
AL-000316,CSE-006,AST-006-1,DoS,critical,2026-08-01T17:21:00+00:00,2026-08-01T17:26:00+00:00,2026-08-02T01:00:00+00:00,unresolved,False,,
AL-000317,CSE-006,AST-006-1,DoS,low,2026-08-13T17:02:00+00:00,2026-08-13T17:07:00+00:00,2026-08-13T23:34:00+00:00,benign,False,,
AL-000318,CSE-006,AST-006-3,malware,low,2026-08-14T04:23:00+00:00,2026-08-14T04:28:00+00:00,2026-08-14T08:24:00+00:00,benign,False,,
AL-000319,CSE-006,AST-006-1,DoS,medium,2026-08-16T02:30:00+00:00,2026-08-16T02:35:00+00:00,2026-08-16T07:34:00+00:00,benign,False,,
AL-000320,CSE-006,AST-006-1,intrusion,high,2026-08-20T21:50:00+00:00,2026-08-20T21:55:00+00:00,2026-08-21T07:40:00+00:00,false_positive,False,,
AL-000321,CSE-006,AST-006-1,malware,high,2026-08-11T00:16:00+00:00,2026-08-11T00:21:00+00:00,2026-08-11T06:18:00+00:00,false_positive,False,,
AL-000322,CSE-006,AST-006-3,phishing,critical,2026-08-02T12:05:00+00:00,2026-08-02T12:10:00+00:00,2026-08-02T19:28:00+00:00,true_positive,True,2026-08-02T12:35:00+00:00,
AL-000323,CSE-006,AST-006-2,DoS,medium,2026-08-02T14:21:00+00:00,2026-08-02T14:26:00+00:00,2026-08-02T23:15:00+00:00,true_positive,False,,
AL-000324,CSE-006,AST-006-3,phishing,medium,2026-08-15T20:17:00+00:00,2026-08-15T20:22:00+00:00,2026-08-16T01:37:00+00:00,unresolved,False,,
AL-000325,CSE-006,AST-006-1,malware,medium,2026-08-04T02:36:00+00:00,2026-08-04T02:41:00+00:00,2026-08-04T07:25:00+00:00,false_positive,False,,
AL-000326,CSE-006,AST-006-3,phishing,high,2026-08-04T22:41:00+00:00,2026-08-04T22:46:00+00:00,2026-08-05T07:03:00+00:00,false_positive,False,,
