alert_id,entity_id,asset_id,category,severity,created_at,first_ack_at,closed_at,disposition,escalated,escalated_at,case_id
AL-000002351,CSE-006,AST-006-2,malware,low,2026-08-05T13:43:00+00:00,2026-08-05T13:48:00+00:00,2026-08-05T15:24:00+00:00,benign,False,,
AL-000002352,CSE-006,AST-006-1,phishing,low,2026-08-29T21:33:00+00:00,2026-08-29T21:38:00+00:00,2026-08-30T05:10:00+00:00,false_positive,False,,
AL-000002353,CSE-006,AST-006-2,malware,medium,2026-08-02T06:18:00+00:00,2026-08-02T06:23:00+00:00,2026-08-02T09:33:00+00:00,benign,False,,
AL-000002354,CSE-006,AST-006-2,intrusion,high,2026-08-05T05:57:00+00:00,2026-08-05T06:02:00+00:00,2026-08-05T13:28:00+00:00,false_positive,False,,
AL-000002355,CSE-006,AST-006-1,DoS,low,2026-08-07T22:45:00+00:00,2026-08-07T22:50:00+00:00,2026-08-08T03:26:00+00:00,benign,False,,
AL-000002356,CSE-006,AST-006-2,phishing,high,2026-08-10T09:27:00+00:00,2026-08-10T09:32:00+00:00,2026-08-10T17:03:00+00:00,false_positive,False,,
AL-000002357,CSE-006,AST-006-2,malware,medium,2026-08-09T11:35:00+00:00,2026-08-09T11:40:00+00:00,2026-08-09T14:35:00+00:00,benign,False,,
AL-000002358,CSE-006,AST-006-2,malware,low,2026-08-13T03:23:00+00:00,2026-08-13T03:28:00+00:00,2026-08-13T07:45:00+00:00,benign,False,,
AL-000002359,CSE-006,AST-006-2,malware,low,2026-08-06T07:58:00+00:00,2026-08-06T08:03:00+00:00,2026-08-06T10:03:00+00:00,true_positive,False,,
AL-000002360,CSE-006,AST-006-3,malware,low,2026-08-24T08:19:00+00:00,2026-08-24T08:24:00+00:00,2026-08-24T14:47:00+00:00,false_positive,False,,
AL-000002361,CSE-006,AST-006-1,phishing,low,2026-08-25T07:46:00+00:00,2026-08-25T07:51:00+00:00,2026-08-25T12:23:00+00:00,benign,False,,
AL-000002362,CSE-006,AST-006-2,phishing,low,2026-08-28T20:31:00+00:00,2026-08-28T20:36:00+00:00,2026-08-29T04:05:00+00:00,benign,False,,
AL-000002363,CSE-006,AST-006-3,intrusion,medium,2026-08-24T14:03:00+00:00,2026-08-24T14:08:00+00:00,2026-08-24T15:33:00+00:00,benign,False,,
AL-000002364,CSE-006,AST-006-2,DoS,medium,2026-08-17T22:15:00+00:00,2026-08-17T22:20:00+00:00,2026-08-18T02:41:00+00:00,true_positive,False,,
AL-000002365,CSE-006,AST-006-2,intrusion,low,2026-08-20T14:06:00+00:00,2026-08-20T14:11:00+00:00,2026-08-20T16:40:00+00:00,true_positive,False,,
AL-000002366,CSE-006,AST-006-3,phishing,high,2026-08-27T18:07:00+00:00,2026-08-27T18:12:00+00:00,2026-08-28T01:51:00+00:00,false_positive,False,,
AL-000002367,CSE-006,AST-006-1,intrusion,medium,2026-08-17T11:41:00+00:00,2026-08-17T11:46:00+00:00,2026-08-17T16:53:00+00:00,benign,False,,
AL-000002368,CSE-006,AST-006-2,malware,medium,2026-08-16T02:40:00+00:00,2026-08-16T02:45:00+00:00,2026-08-16T09:51:00+00:00,benign,False,,
AL-000002369,CSE-006,AST-006-2,malware,high,2026-08-23T23:47:00+00:00,2026-08-23T23:52:00+00:00,2026-08-24T08:21:00+00:00,benign,False,,
AL-000002370,CSE-006,AST-006-2,DoS,medium,2026-08-13T17:00:00+00:00,2026-08-13T17:05:00+00:00,2026-08-13T19:32:00+00:00,benign,False,,
AL-000002371,CSE-006,AST-006-3,phishing,low,2026-08-17T00:28:00+00:00,2026-08-17T00:33:00+00:00,2026-08-17T06:49:00+00:00,true_positive,False,,
AL-000002372,CSE-006,AST-006-2,intrusion,medium,2026-08-15T10:57:00+00:00,2026-08-15T11:02:00+00:00,2026-08-15T13:50:00+00:00,benign,False,,
AL-000002373,CSE-006,AST-006-2,phishing,low,2026-08-19T06:36:00+00:00,2026-08-19T06:41:00+00:00,2026-08-19T11:00:00+00:00,false_positive,False,,
AL-000002374,CSE-006,AST-006-2,malware,low,2026-08-12T21:11:00+00:00,2026-08-12T21:16:00+00:00,2026-08-13T01:25:00+00:00,true_positive,False,,
AL-000002375,CSE-006,AST-006-1,phishing,medium,2026-08-03T04:41:00+00:00,2026-08-03T04:46:00+00:00,2026-08-03T11:36:00+00:00,false_positive,False,,
AL-000002376,CSE-006,AST-006-2,DoS,medium,2026-08-27T09:41:00+00:00,2026-08-27T09:46:00+00:00,2026-08-27T12:03:00+00:00,true_positive,False,,
AL-000002377,CSE-006,AST-006-1,DoS,medium,2026-08-09T23:11:00+00:00,2026-08-09T23:16:00+00:00,2026-08-10T00:42:00+00:00,true_positive,False,,
AL-000002378,CSE-006,AST-006-1,intrusion,critical,2026-08-20T21:51:00+00:00,2026-08-20T21:56:00+00:00,2026-08-21T05:31:00+00:00,benign,False,,
AL-000002379,CSE-006,AST-006-1,malware,low,2026-08-11T10:59:00+00:00,2026-08-11T11:04:00+00:00,2026-08-11T18:24:00+00:00,false_positive,False,,
AL-000002380,CSE-006,AST-006-3,malware,high,2026-08-06T11:26:00+00:00,2026-08-06T11:31:00+00:00,2026-08-06T19:45:00+00:00,false_positive,False,,
AL-000002381,CSE-006,AST-006-2,malware,medium,2026-08-10T09:37:00+00:00,2026-08-10T09:42:00+00:00,2026-08-10T11:43:00+00:00,false_positive,False,,
AL-000002382,CSE-006,AST-006-3,malware,high,2026-08-13T02:33:00+00:00,2026-08-13T02:38:00+00:00,2026-08-13T10:16:00+00:00,true_positive,False,,
AL-000002383,CSE-006,AST-006-2,phishing,medium,2026-08-03T23:05:00+00:00,2026-08-03T23:10:00+00:00,2026-08-04T06:51:00+00:00,true_positive,False,,
AL-000002384,CSE-006,AST-006-3,DoS,medium,2026-08-04T11:14:00+00:00,2026-08-04T11:19:00+00:00,2026-08-04T20:38:00+00:00,benign,False,,
AL-000002385,CSE-006,AST-006-3,intrusion,medium,2026-08-07T09:31:00+00:00,2026-08-07T09:36:00+00:00,2026-08-07T13:28:00+00:00,false_positive,False,,
AL-000002386,CSE-006,AST-006-1,phishing,high,2026-08-24T15:21:00+00:00,2026-08-24T15:26:00+00:00,2026-08-24T23:20:00+00:00,benign,False,,
AL-000002387,CSE-006,AST-006-2,intrusion,high,2026-08-29T19:49:00+00:00,2026-08-29T19:54:00+00:00,2026-08-30T04:14:00+00:00,benign,False,,
AL-000002388,CSE-006,AST-006-3,DoS,medium,2026-08-27T09:04:00+00:00,2026-08-27T09:09:00+00:00,2026-08-27T18:28:00+00:00,false_positive,False,,
AL-000002389,CSE-006,AST-006-2,intrusion,low,2026-08-21T00:32:00+00:00,2026-08-21T00:37:00+00:00,2026-08-21T05:04:00+00:00,false_positive,False,,
AL-000002390,CSE-006,AST-006-2,phishing,high,2026-08-27T08:52:00+00:00,2026-08-27T08:57:00+00:00,2026-08-27T17:33:00+00:00,false_positive,False,,
AL-000002391,CSE-006,AST-006-3,phishing,low,2026-08-09T16:21:00+00:00,2026-08-09T16:26:00+00:00,2026-08-09T17:43:00+00:00,unresolved,False,,
AL-000002392,CSE-006,AST-006-1,DoS,high,2026-08-10T05:36:00+00:00,2026-08-10T05:41:00+00:00,2026-08-10T13:33:00+00:00,true_positive,False,,
AL-000002393,CSE-006,AST-006-1,malware,medium,2026-08-10T18:12:00+00:00,2026-08-10T18:17:00+00:00,2026-08-10T19:52:00+00:00,benign,False,,
AL-000002394,CSE-006,AST-006-1,intrusion,low,2026-08-22T01:12:00+00:00,2026-08-22T01:17:00+00:00,2026-08-22T02:17:00+00:00,benign,False,,
AL-000002395,CSE-006,AST-006-1,phishing,high,2026-08-10T00:33:00+00:00,2026-08-10T00:38:00+00:00,2026-08-10T07:34:00+00:00,benign,False,,
AL-000002396,CSE-006,AST-006-2,malware,low,2026-08-18T21:26:00+00:00,2026-08-18T21:31:00+00:00,2026-08-19T01:12:00+00:00,benign,False,,
AL-000002397,CSE-006,AST-006-2,DoS,medium,2026-08-29T22:54:00+00:00,2026-08-29T22:59:00+00:00,2026-08-30T05:35:00+00:00,true_positive,False,,
AL-000002398,CSE-006,AST-006-2,intrusion,medium,2026-08-20T19:20:00+00:00,2026-08-20T19:25:00+00:00,2026-08-21T03:39:00+00:00,benign,False,,
AL-000002399,CSE-006,AST-006-1,intrusion,low,2026-08-24T21:52:00+00:00,2026-08-24T21:57:00+00:00,2026-08-25T05:34:00+00:00,false_positive,False,,
AL-000002400,CSE-006,AST-006-1,DoS,medium,2026-08-23T11:43:00+00:00,2026-08-23T11:48:00+00:00,2026-08-23T16:51:00+00:00,true_positive,False,,
AL-000002401,CSE-006,AST-006-2,phishing,low,2026-08-12T12:30:00+00:00,2026-08-12T12:35:00+00:00,2026-08-12T13:38:00+00:00,false_positive,False,,
AL-000002402,CSE-006,AST-006-3,malware,medium,2026-08-07T13:29:00+00:00,2026-08-07T13:34:00+00:00,2026-08-07T16:06:00+00:00,benign,False,,
AL-000002403,CSE-006,AST-006-3,malware,low,2026-08-05T00:55:00+00:00,2026-08-05T01:00:00+00:00,2026-08-05T10:46:00+00:00,benign,False,,
AL-000002404,CSE-007,AST-007-3,intrusion,high,2026-08-15T13:24:00+00:00,2026-08-15T13:29:00+00:00,2026-08-15T20:55:00+00:00,true_positive,False,,
AL-000002405,CSE-007,AST-007-3,DoS,low,2026-08-22T08:24:00+00:00,2026-08-22T08:29:00+00:00,2026-08-22T12:36:00+00:00,benign,False,,
AL-000002406,CSE-007,AST-007-2,intrusion,critical,2026-08-12T21:08:00+00:00,2026-08-12T21:13:00+00:00,2026-08-13T06:07:00+00:00,benign,False,,
AL-000002407,CSE-007,AST-007-2,intrusion,low,2026-08-14T07:29:00+00:00,2026-08-14T07:34:00+00:00,2026-08-14T11:29:00+00:00,false_positive,False,,
AL-000002408,CSE-007,AST-007-1,intrusion,medium,2026-08-16T06:16:00+00:00,2026-08-16T06:21:00+00:00,2026-08-16T08:31:00+00:00,false_positive,False,,
AL-000002409,CSE-007,AST-007-1,phishing,medium,2026-08-09T08:20:00+00:00,2026-08-09T08:25:00+00:00,2026-08-09T10:49:00+00:00,false_positive,False,,
AL-000002410,CSE-007,AST-007-3,intrusion,low,2026-08-24T07:06:00+00:00,2026-08-24T07:11:00+00:00,2026-08-24T14:30:00+00:00,true_positive,False,,
AL-000002411,CSE-007,AST-007-1,malware,medium,2026-08-19T09:06:00+00:00,2026-08-19T09:11:00+00:00,2026-08-19T11:30:00+00:00,unresolved,False,,
AL-000002412,CSE-007,AST-007-1,malware,high,2026-08-14T14:27:00+00:00,2026-08-14T14:32:00+00:00,2026-08-14T22:22:00+00:00,true_positive,False,,
AL-000002413,CSE-007,AST-007-2,DoS,critical,2026-08-25T19:28:00+00:00,2026-08-25T19:33:00+00:00,2026-08-26T04:33:00+00:00,benign,False,,
AL-000002414,CSE-007,AST-007-1,DoS,high,2026-08-16T10:50:00+00:00,2026-08-16T10:55:00+00:00,2026-08-16T19:10:00+00:00,false_positive,False,,
AL-000002415,CSE-007,AST-007-1,DoS,critical,2026-08-21T10:59:00+00:00,2026-08-21T11:04:00+00:00,2026-08-21T17:59:00+00:00,true_positive,True,2026-08-21T11:29:00+00:00,
AL-000002416,CSE-007,AST-007-1,intrusion,high,2026-08-25T08:49:00+00:00,2026-08-25T08:54:00+00:00,2026-08-25T17:09:00+00:00,benign,False,,
AL-000002417,CSE-007,AST-007-2,DoS,high,2026-08-08T17:05:00+00:00,2026-08-08T17:10:00+00:00,2026-08-09T01:18:00+00:00,unresolved,False,,
AL-000002418,CSE-007,AST-007-1,phishing,medium,2026-08-20T09:32:00+00:00,2026-08-20T09:37:00+00:00,2026-08-20T18:36:00+00:00,false_positive,False,,
AL-000002419,CSE-007,AST-007-2,phishing,medium,2026-08-02T14:09:00+00:00,2026-08-02T14:14:00+00:00,2026-08-02T15:17:00+00:00,benign,False,,
AL-000002420,CSE-007,AST-007-1,intrusion,medium,2026-08-27T10:00:00+00:00,2026-08-27T10:05:00+00:00,2026-08-27T13:59:00+00:00,benign,False,,
AL-000002421,CSE-007,AST-007-3,intrusion,high,2026-08-02T12:35:00+00:00,2026-08-02T12:40:00+00:00,2026-08-02T20:34:00+00:00,true_positive,False,,
AL-000002422,CSE-007,AST-007-3,phishing,medium,2026-08-10T11:34:00+00:00,2026-08-10T11:39:00+00:00,2026-08-10T19:50:00+00:00,true_positive,False,,
AL-000002423,CSE-007,AST-007-3,DoS,medium,2026-08-30T02:23:00+00:00,2026-08-30T02:28:00+00:00,2026-08-30T10:13:00+00:00,unresolved,False,,
AL-000002424,CSE-007,AST-007-3,intrusion,medium,2026-08-04T20:59:00+00:00,2026-08-04T21:04:00+00:00,2026-08-05T06:33:00+00:00,true_positive,False,,
AL-000002425,CSE-007,AST-007-1,malware,critical,2026-08-13T21:42:00+00:00,2026-08-13T21:47:00+00:00,2026-08-14T05:35:00+00:00,unresolved,False,,
AL-000002426,CSE-007,AST-007-2,intrusion,medium,2026-08-21T20:44:00+00:00,2026-08-21T20:49:00+00:00,2026-08-21T22:41:00+00:00,benign,False,,
AL-000002427,CSE-007,AST-007-1,phishing,low,2026-08-19T14:43:00+00:00,2026-08-19T14:48:00+00:00,2026-08-19T22:55:00+00:00,benign,False,,
AL-000002428,CSE-007,AST-007-1,DoS,high,2026-08-14T03:42:00+00:00,2026-08-14T03:47:00+00:00,2026-08-14T12:28:00+00:00,false_positive,False,,
AL-000002429,CSE-007,AST-007-3,phishing,low,2026-08-23T23:05:00+00:00,2026-08-23T23:10:00+00:00,2026-08-24T00:40:00+00:00,benign,False,,
AL-000002430,CSE-007,AST-007-3,malware,medium,2026-08-07T00:47:00+00:00,2026-08-07T00:52:00+00:00,2026-08-07T09:49:00+00:00,true_positive,False,,
AL-000002431,CSE-007,AST-007-1,phishing,medium,2026-08-16T02:08:00+00:00,2026-08-16T02:13:00+00:00,2026-08-16T10:12:00+00:00,true_positive,False,,
AL-000002432,CSE-007,AST-007-3,DoS,high,2026-08-12T02:45:00+00:00,2026-08-12T02:50:00+00:00,2026-08-12T10:47:00+00:00,true_positive,False,,
AL-000002433,CSE-007,AST-007-3,DoS,low,2026-08-02T16:48:00+00:00,2026-08-02T16:53:00+00:00,2026-08-02T19:03:00+00:00,unresolved,False,,
AL-000002434,CSE-007,AST-007-3,DoS,high,2026-08-18T06:21:00+00:00,2026-08-18T06:26:00+00:00,2026-08-18T14:29:00+00:00,false_positive,False,,
AL-000002435,CSE-007,AST-007-2,intrusion,critical,2026-08-21T00:30:00+00:00,2026-08-21T00:35:00+00:00,2026-08-21T07:30:00+00:00,false_positive,False,,
AL-000002436,CSE-007,AST-007-2,malware,low,2026-08-17T19:27:00+00:00,2026-08-17T19:32:00+00:00,2026-08-17T23:07:00+00:00,benign,False,,
AL-000002437,CSE-007,AST-007-2,intrusion,critical,2026-08-30T11:40:00+00:00,2026-08-30T11:45:00+00:00,2026-08-30T19:56:00+00:00,false_positive,False,,
AL-000002438,CSE-007,AST-007-1,malware,low,2026-08-21T10:36:00+00:00,2026-08-21T10:41:00+00:00,2026-08-21T16:18:00+00:00,true_positive,False,,
AL-000002439,CSE-007,AST-007-1,malware,low,2026-08-26T19:50:00+00:00,2026-08-26T19:55:00+00:00,2026-08-26T22:54:00+00:00,true_positive,False,,
AL-000002440,CSE-007,AST-007-2,DoS,low,2026-08-02T22:42:00+00:00,2026-08-02T22:47:00+00:00,2026-08-03T02:15:00+00:00,benign,False,,
AL-000002441,CSE-007,AST-007-3,intrusion,medium,2026-08-27T09:50:00+00:00,2026-08-27T09:55:00+00:00,2026-08-27T16:34:00+00:00,false_positive,False,,
AL-000002442,CSE-007,AST-007-3,malware,high,2026-08-24T09:37:00+00:00,2026-08-24T09:42:00+00:00,2026-08-24T17:33:00+00:00,true_positive,False,,
AL-000002443,CSE-007,AST-007-3,phishing,low,2026-08-19T09:53:00+00:00,2026-08-19T09:58:00+00:00,2026-08-19T18:18:00+00:00,true_positive,False,,
AL-000002444,CSE-007,AST-007-2,intrusion,low,2026-08-24T11:50:00+00:00,2026-08-24T11:55:00+00:00,2026-08-24T21:07:00+00:00,true_positive,False,,
AL-000002445,CSE-007,AST-007-1,malware,medium,2026-08-09T12:07:00+00:00,2026-08-09T12:12:00+00:00,2026-08-09T19:12:00+00:00,benign,False,,
AL-000002446,CSE-007,AST-007-1,intrusion,medium,2026-08-26T01:36:00+00:00,2026-08-26T01:41:00+00:00,2026-08-26T05:39:00+00:00,false_positive,False,,
AL-000002447,CSE-007,AST-007-1,malware,low,2026-08-28T04:55:00+00:00,2026-08-28T05:00:00+00:00,2026-08-28T13:01:00+00:00,benign,False,,
AL-000002448,CSE-007,AST-007-1,malware,medium,2026-08-30T10:31:00+00:00,2026-08-30T10:36:00+00:00,2026-08-30T16:33:00+00:00,false_positive,False,,
AL-000002449,CSE-007,AST-007-3,malware,high,2026-08-07T14:45:00+00:00,2026-08-07T14:50:00+00:00,2026-08-07T23:01:00+00:00,benign,False,,
AL-000002450,CSE-007,AST-007-1,DoS,medium,2026-08-26T05:55:00+00:00,2026-08-26T06:00:00+00:00,2026-08-26T15:32:00+00:00,benign,False,,
AL-000002451,CSE-007,AST-007-3,phishing,low,2026-08-25T00:10:00+00:00,2026-08-25T00:15:00+00:00,2026-08-25T07:47:00+00:00,true_positive,False,,
AL-000002452,CSE-007,AST-007-2,intrusion,low,2026-08-09T06:17:00+00:00,2026-08-09T06:22:00+00:00,2026-08-09T12:36:00+00:00,benign,False,,
AL-000002453,CSE-007,AST-007-1,phishing,low,2026-08-12T19:43:00+00:00,2026-08-12T19:48:00+00:00,2026-08-12T23:15:00+00:00,true_positive,False,,
AL-000002454,CSE-007,AST-007-2,phishing,medium,2026-08-27T22:12:00+00:00,2026-08-27T22:17:00+00:00,2026-08-28T08:05:00+00:00,false_positive,False,,
AL-000002455,CSE-007,AST-007-1,intrusion,critical,2026-08-24T03:22:00+00:00,2026-08-24T03:27:00+00:00,2026-08-24T12:48:00+00:00,false_positive,False,,
AL-000002456,CSE-007,AST-007-1,DoS,critical,2026-08-07T15:49:00+00:00,2026-08-07T15:54:00+00:00,2026-08-08T00:11:00+00:00,benign,False,,
AL-000002457,CSE-007,AST-007-1,intrusion,high,2026-08-12T06:19:00+00:00,2026-08-12T06:24:00+00:00,2026-08-12T14:37:00+00:00,benign,False,,
AL-000002458,CSE-007,AST-007-2,intrusion,high,2026-08-15T18:50:00+00:00,2026-08-15T18:55:00+00:00,2026-08-16T03:27:00+00:00,false_positive,False,,
AL-000002459,CSE-007,AST-007-2,intrusion,low,2026-08-24T12:56:00+00:00,2026-08-24T13:01:00+00:00,2026-08-24T14:26:00+00:00,true_positive,False,,
AL-000002460,CSE-007,AST-007-2,intrusion,low,2026-08-18T09:31:00+00:00,2026-08-18T09:36:00+00:00,2026-08-18T10:40:00+00:00,benign,False,,
AL-000002461,CSE-007,AST-007-1,malware,medium,2026-08-14T04:45:00+00:00,2026-08-14T04:50:00+00:00,2026-08-14T10:24:00+00:00,true_positive,False,,
AL-000002462,CSE-007,AST-007-3,phishing,high,2026-08-10T05:53:00+00:00,2026-08-10T05:58:00+00:00,2026-08-10T14:03:00+00:00,benign,False,,
AL-000002463,CSE-007,AST-007-3,intrusion,high,2026-08-08T21:04:00+00:00,2026-08-08T21:09:00+00:00,2026-08-09T04:45:00+00:00,true_positive,False,,
AL-000002464,CSE-007,AST-007-2,intrusion,medium,2026-08-28T15:58:00+00:00,2026-08-28T16:03:00+00:00,2026-08-28T21:08:00+00:00,benign,False,,
AL-000002465,CSE-007,AST-007-3,phishing,low,2026-08-20T19:03:00+00:00,2026-08-20T19:08:00+00:00,2026-08-21T04:00:00+00:00,false_positive,False,,
AL-000002466,CSE-007,AST-007-2,DoS,low,2026-08-06T16:42:00+00:00,2026-08-06T16:47:00+00:00,2026-08-06T22:20:00+00:00,false_positive,False,,
AL-000002467,CSE-007,AST-007-1,malware,low,2026-08-21T19:33:00+00:00,2026-08-21T19:38:00+00:00,2026-08-21T22:46:00+00:00,false_positive,False,,
AL-000002468,CSE-007,AST-007-3,malware,high,2026-08-21T09:44:00+00:00,2026-08-21T09:49:00+00:00,2026-08-21T18:14:00+00:00,false_positive,False,,
AL-000002469,CSE-007,AST-007-3,DoS,high,2026-08-12T08:15:00+00:00,2026-08-12T08:20:00+00:00,2026-08-12T15:50:00+00:00,benign,False,,
AL-000002470,CSE-007,AST-007-1,malware,medium,2026-08-21T08:12:00+00:00,2026-08-21T08:17:00+00:00,2026-08-21T10:46:00+00:00,benign,False,,
AL-000002471,CSE-007,AST-007-3,malware,medium,2026-08-18T14:07:00+00:00,2026-08-18T14:12:00+00:00,2026-08-18T22:07:00+00:00,benign,False,,
AL-000002472,CSE-007,AST-007-1,DoS,low,2026-08-02T11:23:00+00:00,2026-08-02T11:28:00+00:00,2026-08-02T12:35:00+00:00,false_positive,False,,
AL-000002473,CSE-007,AST-007-1,phishing,medium,2026-08-18T04:40:00+00:00,2026-08-18T04:45:00+00:00,2026-08-18T07:45:00+00:00,benign,False,,
AL-000002474,CSE-007,AST-007-3,intrusion,medium,2026-08-24T00:38:00+00:00,2026-08-24T00:43:00+00:00,2026-08-24T03:46:00+00:00,benign,False,,
AL-000002475,CSE-007,AST-007-1,malware,low,2026-08-20T05:31:00+00:00,2026-08-20T05:36:00+00:00,2026-08-20T09:16:00+00:00,benign,False,,
AL-000002476,CSE-007,AST-007-3,malware,low,2026-08-16T21:30:00+00:00,2026-08-16T21:35:00+00:00,2026-08-17T05:58:00+00:00,benign,False,,
AL-000002477,CSE-007,AST-007-3,intrusion,medium,2026-08-06T00:27:00+00:00,2026-08-06T00:32:00+00:00,2026-08-06T07:48:00+00:00,true_positive,False,,
AL-000002478,CSE-007,AST-007-2,malware,high,2026-08-25T03:09:00+00:00,2026-08-25T03:14:00+00:00,2026-08-25T11:02:00+00:00,false_positive,False,,
AL-000002479,CSE-007,AST-007-1,DoS,high,2026-08-25T03:56:00+00:00,2026-08-25T04:01:00+00:00,2026-08-25T11:26:00+00:00,false_positive,False,,
AL-000002480,CSE-007,AST-007-3,intrusion,medium,2026-08-28T17:23:00+00:00,2026-08-28T17:28:00+00:00,2026-08-28T22:34:00+00:00,false_positive,False,,
AL-000002481,CSE-007,AST-007-3,phishing,critical,2026-08-13T14:10:00+00:00,2026-08-13T14:15:00+00:00,2026-08-13T22:24:00+00:00,benign,False,,
AL-000002482,CSE-007,AST-007-2,malware,medium,2026-08-20T04:33:00+00:00,2026-08-20T04:38:00+00:00,2026-08-20T13:22:00+00:00,false_positive,False,,
AL-000002483,CSE-007,AST-007-2,intrusion,low,2026-08-24T08:44:00+00:00,2026-08-24T08:49:00+00:00,2026-08-24T16:03:00+00:00,true_positive,False,,
AL-000002484,CSE-007,AST-007-2,intrusion,critical,2026-08-12T09:28:00+00:00,2026-08-12T09:33:00+00:00,2026-08-12T18:28:00+00:00,benign,False,,
AL-000002485,CSE-007,AST-007-3,DoS,medium,2026-08-20T10:55:00+00:00,2026-08-20T11:00:00+00:00,2026-08-20T15:30:00+00:00,false_positive,False,,
AL-000002486,CSE-007,AST-007-1,intrusion,medium,2026-08-07T02:08:00+00:00,2026-08-07T02:13:00+00:00,2026-08-07T10:59:00+00:00,benign,False,,
AL-000002487,CSE-007,AST-007-1,intrusion,low,2026-08-24T04:14:00+00:00,2026-08-24T04:19:00+00:00,2026-08-24T11:39:00+00:00,true_positive,False,,
AL-000002488,CSE-007,AST-007-3,phishing,high,2026-08-19T17:51:00+00:00,2026-08-19T17:56:00+00:00,2026-08-20T01:58:00+00:00,benign,False,,
AL-000002489,CSE-007,AST-007-2,phishing,low,2026-08-12T23:11:00+00:00,2026-08-12T23:16:00+00:00,2026-08-13T00:15:00+00:00,unresolved,False,,
AL-000002490,CSE-007,AST-007-2,DoS,low,2026-08-11T03:28:00+00:00,2026-08-11T03:33:00+00:00,2026-08-11T12:49:00+00:00,benign,False,,
AL-000002491,CSE-007,AST-007-1,intrusion,low,2026-08-16T19:13:00+00:00,2026-08-16T19:18:00+00:00,2026-08-17T04:59:00+00:00,unresolved,False,,
AL-000002492,CSE-007,AST-007-2,intrusion,medium,2026-08-02T08:30:00+00:00,2026-08-02T08:35:00+00:00,2026-08-02T17:02:00+00:00,false_positive,False,,
AL-000002493,CSE-007,AST-007-1,phishing,low,2026-08-21T14:30:00+00:00,2026-08-21T14:35:00+00:00,2026-08-21T22:57:00+00:00,false_positive,False,,
AL-000002494,CSE-007,AST-007-3,intrusion,medium,2026-08-05T12:36:00+00:00,2026-08-05T12:41:00+00:00,2026-08-05T20:16:00+00:00,benign,False,,
AL-000002495,CSE-007,AST-007-2,DoS,medium,2026-08-21T08:44:00+00:00,2026-08-21T08:49:00+00:00,2026-08-21T15:40:00+00:00,benign,False,,
AL-000002496,CSE-007,AST-007-2,malware,low,2026-08-15T01:35:00+00:00,2026-08-15T01:40:00+00:00,2026-08-15T07:26:00+00:00,benign,False,,
AL-000002497,CSE-007,AST-007-1,malware,high,2026-08-08T07:04:00+00:00,2026-08-08T07:09:00+00:00,2026-08-08T15:27:00+00:00,false_positive,False,,
AL-000002498,CSE-007,AST-007-1,malware,low,2026-08-01T20:47:00+00:00,2026-08-01T20:52:00+00:00,2026-08-02T05:01:00+00:00,true_positive,False,,
AL-000002499,CSE-007,AST-007-2,intrusion,high,2026-08-23T09:50:00+00:00,2026-08-23T09:55:00+00:00,2026-08-23T18:05:00+00:00,false_positive,False,,
AL-000002500,CSE-007,AST-007-2,phishing,low,2026-08-03T01:44:00+00:00,2026-08-03T01:49:00+00:00,2026-08-03T07:25:00+00:00,benign,False,,
AL-000002501,CSE-007,AST-007-1,malware,high,2026-08-07T00:27:00+00:00,2026-08-07T00:32:00+00:00,2026-08-07T08:30:00+00:00,false_positive,False,,
AL-000002502,CSE-007,AST-007-1,phishing,medium,2026-08-12T01:47:00+00:00,2026-08-12T01:52:00+00:00,2026-08-12T09:11:00+00:00,true_positive,False,,
AL-000002503,CSE-007,AST-007-3,phishing,critical,2026-08-10T16:30:00+00:00,2026-08-10T16:35:00+00:00,2026-08-11T00:56:00+00:00,false_positive,False,,
AL-000002504,CSE-007,AST-007-2,DoS,low,2026-08-13T07:45:00+00:00,2026-08-13T07:50:00+00:00,2026-08-13T12:42:00+00:00,false_positive,False,,
AL-000002505,CSE-007,AST-007-3,DoS,critical,2026-08-10T03:44:00+00:00,2026-08-10T03:49:00+00:00,2026-08-10T11:18:00+00:00,false_positive,False,,
AL-000002506,CSE-007,AST-007-1,intrusion,low,2026-08-13T13:02:00+00:00,2026-08-13T13:07:00+00:00,2026-08-13T15:11:00+00:00,benign,False,,
AL-000002507,CSE-007,AST-007-1,DoS,medium,2026-08-11T00:24:00+00:00,2026-08-11T00:29:00+00:00,2026-08-11T05:42:00+00:00,false_positive,False,,
AL-000002508,CSE-007,AST-007-2,phishing,low,2026-08-29T19:57:00+00:00,2026-08-29T20:02:00+00:00,2026-08-30T03:04:00+00:00,false_positive,False,,
AL-000002509,CSE-007,AST-007-1,intrusion,medium,2026-08-02T11:54:00+00:00,2026-08-02T11:59:00+00:00,2026-08-02T18:56:00+00:00,true_positive,False,,
AL-000002510,CSE-007,AST-007-1,phishing,low,2026-08-09T11:14:00+00:00,2026-08-09T11:19:00+00:00,2026-08-09T18:10:00+00:00,false_positive,False,,
AL-000002511,CSE-007,AST-007-2,phishing,medium,2026-08-22T20:13:00+00:00,2026-08-22T20:18:00+00:00,2026-08-23T01:09:00+00:00,true_positive,False,,
AL-000002512,CSE-007,AST-007-2,DoS,medium,2026-08-07T17:50:00+00:00,2026-08-07T17:55:00+00:00,2026-08-08T03:01:00+00:00,true_positive,False,,
